"alpha","alpha_ci_lower","alpha_ci_upper","omega","omega_ci_lower","omega_ci_upper","true_omega","coverage_alpha","coverage_omega","bias_alpha","bias_omega","loading_type","n","n_items"
0.921576328861853,0.904939775253324,0.932539631886718,0.921660451051468,0.903589993596294,0.935655087947949,0.92018779342723,1,1,-0.00138853543462325,-0.00147265762423765,"tau_equivalent",250,12
0.928115445376507,0.912663020302373,0.941003022588206,0.92841459370654,0.910440469604218,0.940268875491089,0.92018779342723,1,1,-0.00792765194927669,-0.00822680027930978,"tau_equivalent",250,12
